text,text_type,topics,lewis_split,cgis_split,old_id,new_id,places,people,orgs,exchanges,date,title
"General Tire, a subsidiary of
GenCorp, said it was evaluating the sale of its company-owned
stores as part of its ongoing restructuring program.
    General Tire said it received inquiries from tire dealers
and other interest parties. The company said the stores would
only be sold as a complete package, not individually.
    General Tire said it has 84 commerical and retail outlets
across the country.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21971""","""17349""",['usa'],[],[],[],27-APR-1987 11:11:23.01,GENCORP &lt;GY> UNIT CONSIDERING SALE OF STORES
"Senate majority leader Robert Byrd
said he wants the Senate to pass by late Friday a fiscal 1988
budget that starts reducing the flow of U.S. debt.
    The Democratic leader told a news conference and later the
Senate itself that the Senate would debate the measure today
even though technically the first procedural vote --on formally
bringing up the vital measure for action--would not take place
until tomorrow afternoon.
    The pending budget would cut some 38 billion dlrs from an
anticipated deficit that would occur without any action.
    Senate Republican Leader Bob Dole also said he wanted quick
action on the budget measure this week, before Friday afternoon
when some Republicans want to leave town.
    Dole said a Republican substitute probably would be offered
to the Democratic-written budget which would reduce the
estimated 1988 deficit of about 171 billion dlrs to about 134
billion dlrs, through cuts in defence and social spending and
some 18.5 billion dlrs in unspecified tax hikes in 1988.
    The House, also controlled by Democrats, has passed a
similar budget which would have to be reconciled with a Senate
plan. President Reagan's budget was defeated in the House.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21972""","""17350""",['usa'],[],[],[],27-APR-1987 11:12:04.71,U.S. SENATE LEADER WANTS BUDGET PASSED THIS WEEK
"The Manitoba Agriculture Department
weekly crop report said no measurable precipitation was
reported across the province in the past week, allowing small
grain seedings to progress rapidly across the south, with field
preparation under way in the northern growing regions.
    Small grains should be seeded across the Province in one to
two weeks, assuming weather remains dry.
    Planting progress was most advanced in the southeast, with
30 pct of the spring wheat acres and 40 pct of the barley acres
seeded. Cereals plantings were well under way in the south
central part of the province, with seedings spotty so far in
the southwest.
    Summer fallow acres should be in line with the latest
Statistics Canada projections, the report said.
 Reuter
","""NORM""",['grain' 'wheat' 'barley'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22142""","""17351""",['canada'],[],[],[],28-APR-1987 16:26:42.44,MANITOBA SEEDINGS PROGRESS WELL IN DRY WEATHER
"Canadian gross domestic product should
grow at a real rate of 3.3 pct this year before easing to a 3.0
pct growth rate next year when U.S. economic growth is expected
to decline, Royal Bank of Canada, Canada's largest bank, said
in its monthly economic forecast.
    The forecast is from fourth quarter to fourth quarter. The
bank did not give Canada's real rate of growth for 1986. The
bank said it expects the Canadian dollar to remain at the 75
U.S. ct level for the next few months as major economic
fundamentals have not improved enough to return the currency to
a higher level in the absence of a wider interest rate spread.
 Reuter
","""NORM""",['gnp'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22143""","""17352""",['canada'],[],[],[],28-APR-1987 16:33:11.11,ROYAL BANK SEES CANADIAN ECONOMY EASING
"Britain is not considering any
restriction of its present oil production, UK Energy Minister
Alick Buchanan-Smith said.
     Speaking to reporters at the Offshore Technology
Conference, Buchanan-Smith said, ""No, we've made that
absolutely clear, we see no reason for changing (the production
level).""
     Earlier today, Buchanan-Smith gave the go-ahead to Mobil
Corp for two new North Sea developments -- the Ness oil field
and Beryl B subsea water injection project -- totalling 96 mln
dlrs (60 mln British pounds).
     Unlike Norway, which has restricted its production of
North Sea oil by 80,000 barrels a day in an effort to stabilize
world oil prices, Britain has consistently refused to intervene
in the market place.
     Buchanan-Smith also said there may be a demand-supply gap
in the 1990s for natural gas in Britain, but added that it
would probably be less than had been previously estimated.
     Norway is a major producer of natural gas and this morning
Norway's Energy Minister Arne Oien said he was hoping Britain
will take more Norwegian gas in the 1990s.
     Buchanan-Smith also said he expects to announce the
results of the 10th licensing round of North Sea tracts next
month.
     He said there had been 75 applications for 127 tracts by
84 companies, and added that he expects about 50 blocks will be
licensed.
     He said the results would be in line with rounds prior to
but not equal to the ninth two years ago, which was one of the
most successful ever.
 Reuter
","""NORM""",['crude' 'nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22119""","""17353""",['uk'],[],[],[],28-APR-1987 16:42:54.32,UK NOT CONSIDERING RESTRICTING OIL OUTPUT
"Pogo Producing Co said it should gain
some 700 to 800 barrels per day of additional oil production
when new onshore wells start production in June.
    The company said work on offshore properties appears to be
on schedule to complete the addition before year end of about
10 mln cubic feet of gas and 400 barrels of liquids to Pogo's
daily producing capabilities.
    In the first quarter, liquids production averaged 8,525
barrels daily, down from 11,233 barrels a day in the year
earlier quarter.
 Reuter
","""NORM""",['crude' 'nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22120""","""17354""",['usa'],[],[],[],28-APR-1987 16:47:13.28,POGO &lt;PPP> SEES INCREASING OIL PRODUCTION
"Occidental Petroleum Corp said a
group in which it is a participant discovered oil in the
offshore Norwegian North Sea Block 9/2-1 exploratory well.
    The well tested at a maximum rate of 6,800 barrels of 39
degree API gravity oil and 918 thousand cubic feet of gas
through a 3/4 inch choke. The well, the first to be drilled on
the block, was drilled in about 320 feet of water to a total
depth of 12,228 feet subsea.
    Occidental has a 10-pct stake in the 136,067-acre block
operated by Statoil, the Norwegian state oil company, which
holds a 50 pct interest.
 Reuter
","""NORM""",['crude' 'nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22121""","""17355""",['usa' 'norway'],[],[],[],28-APR-1987 16:47:51.50,OCCIDENTAL &lt;OXY> HAS STAKE IN NORWAY OIL FIND
"U.S. Secretary of State George
Shultz said it was up to the Agriculture Department to decide
whether to offer subsidized wheat to the Soviet Union.
    Shultz told the Newspaper Farm Editors of America that a 
wheat bonus offer to the Soviet Union ""is something that I
basically leave to the Agriculture Department to figure out.""
    Last year, Shultz spoke out against President Reagan's
decision to offer subsidized U.S. wheat to the Soviet Union --
an offer Moscow spurned.
    ""I've always been a little put off by the idea that we would
arrange our food supplies so as to price them in such a way
that the Soviet housewife could buy American-produced food for
less than the American housewife could buy it,"" Shultz said.
    ""It also seems to me that if we are going to sell in world
markets, we have to meet the price,"" he added.
    Shultz called proposals to broaden the eligibility criteria
of USDA's export enhancement program (EEP) to include all U.S.
customers ""questionable.""
    An across-the-board EEP would mark a ""considerable change"" in
the current program, which Shultz said is designed ""to say to
other countries that subsidize, particularly the European
Common Market, that we're not going to give up our markets to
those subsidized sales and we'll have a little kit bag that
will meet that competition and hold our markets for our
farmers.""
    ""If you just go across-the-board and subsidize everything,
that's a different order of program and seems to me quite
questionable,"" he said.
 Reuter
","""NORM""",['grain' 'wheat'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22166""","""17356""",['usa' 'ussr'],[],[],[],28-APR-1987 16:51:58.73,SHULTZ SAYS U.S. WHEAT BONUS OFFER UP TO USDA
"Blocking Canadian gas imports
would not serve the long-term interests of the United States,
said Martha Hesse, chairman of the Federal Energy Regulatory
Commission, adding that the development of a freely open North
American energy market should be encouraged.
    ""I firmly believe that the long-term interest of U.S.
consumers would not be served by any attempt to promote a 'Made
in America' label for gas,"" she said at an oil and gas
conference.
    She said the commission recognizes the important role
Canadian gas plays in the American market, despite grumblings
among U.S. domestic producers of the competition from north of
the border.
    Recent figures show Canada shipped 2.48 billion Canadian
dlrs worth of gas to the U.S. in 1986, down sharply from the
3.91 billion dlr total in 1985.
    ""But we do seriously recognize the importance in the years
to come of the supplies of Canadian gas to U.S. markets,"" she
said. ""And even in the short term, competition is generally a
good thing,"" she added.
    She said the commission is concentrating on improving the
access to U.S. pipelines, something that would be of great
benefit to Canadian producers.
    Hesse said transportation of Canadian gas is already
improving, gas imports rising more than 21 pct in the first two
months of the year. But Hesse declined to comment in detail on
the controversial December order, known as the ""as billed issue"",
because it is the subject of a new hearing.
    The order, which is being fought by Canada, involves
barring U.S. pipeline companies and consumers from paying
certain Canadian shipping expenses.
    Hesse said the order was never intended ""as an attempt to
extend the arm of U.S. regulations across the border.""
    However, a senior Canadian government energy official
warned delegates the ruling could severely weaken Canadian gas
producers. ""Besides the extra territorial effect, there is the
potential that Canadian consumers and producers may end up
subsidizing the cost of transportation services originally
incurred on behalf of U.S. customers,"" said Robert Skinner, an
assistant deputy minister in Canada's energy department.
 Reuter
","""NORM""",['nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22122""","""17357""",['canada' 'usa'],[],[],[],28-APR-1987 17:07:17.14,NORTH AMERICAN GAS MARKET SOUGHT BY FERC
"The Reagan administration is expected to
face tough resistance from Japan and from some entrenched U.S.
interests, if it hopes to succeed in forcing Japan to end beef
and citrus import controls by April, 1988, U.S. and Japanese
officials said.
    Agriculture Secretary Richard Lyng and Trade Representative
Clayton Yeutter took a hardline stance on beef and citrus in
talks here last week, insisting that the quotas be abandoned by
April, 1988.
    But that stance will be difficult to maintain because Japan
will resist the pressure fiercely and because some U.S.
suppliers of those commodities have an interest in maintaining
the quotas, U.S. and Japanese officials told Reuters.
    Twice in the past, the United States has negotiated with
Japan on beef and citrus import quotas -- during the Tokyo
round of multilateral trade negotiations in 1978, and in
bilateral talks in 1984.
    Each time the U.S. demanded an end to the quotas at the
outset but ultimately accepted substantial increases instead.
The current agreement calls for an increase in high quality
beef imports to 58,400 tonnes in fiscal 1987, oranges to
126,000 tonnes and orange juice to 8,500 tonnes.
    Lyng has said repeatedly that this time the United States
will not settle for simple increases in the quotas. Japan has
been given plenty of time to reform its agricultural support
system and the quotas must be scrapped, Lyng said.
    Japanese officials want to begin informal talks on beef and
citrus in August or September in Hawaii, sources said.
    If the U.S. intends to press its tough stance, and Japan,
as expected rejects the demands, the issue may then be put to
the General Agreement on Tariffs and Trade for settlement,
which would mean prolonging the friction beyond the April, 1988
deadline set by the U.S., officials said.
    In interviews here, Japanese officials insist that on beef
they will not liberalize imports, regardless of the U.S.
pressure, because the Japanese beef industry is not competitive
and would be damaged by freer trade.
    Most Japanese beef production still tends to be on small
farms which Japanese officials said must be protected from
cheap imports by use of the quota system.
    Furthermore, while the U.S. National Cattlemen's
Association is strongly supporting the tough administration
position, some U.S. meat exporters and packers are ambivalent.
    This is because to some U.S. exporters and packers beef
exports to Japan under the quota system are a steady, reliable
business managed by a quasi-government Japan Livestock Industry
Promotion Corporation. Under quotas the U.S. share of Japan's
beef market has expanded at the expense of Australia.
    In the absence of quotas, some U.S. suppliers are concerned
the U.S. share might decline and exporting to Japan would
become a riskier business, meat industry sources said.
    Major U.S meat industry leaders will meet in Washington
next week, including cattlemen, processors and exporters, in an
effort to reach an industry-wide consensus toward Japan.
    The citrus industry also appears split on the quota issue.
California's Sunkist, the largest U.S. supplier of oranges to
Japan, has expressed reservations about eliminating quotas.
    A representative of Sunkist said the cooperative is
concerned that in the absence of quotas, lower quality oranges
from Israel and South Africa might be competitive in Japan.
    Ironically, some Japanese officials hinted that fresh
oranges may be a product on which imports could be freed with a
minimum of impact on Japanese mandarin orange production.
    This is because U.S. oranges do not directly compete with
smaller Japanese mandarins, officials said. But Japan wants to
maintain quotas on orange juice because it fears imported juice
tastes better and would displace Japanese mandarin orange
juice, they said.
    One scenario mentioned by both U.S. and Japanese officials
is that Tokyo may try to blunt the tough administration stance
by offering to scrap the quota on fresh oranges in return for
U.S. acceptance of increases in beef and juice quotas.
    Lyng has acknowledged that liberalization of beef and
citrus imports is a difficult objective, but he insisted during
the week-long tour here that it is a high priority on the
U.S./Japan agriculture agenda-- more important than the rice
issue which received most of the attention.
    Asked about the ambivalence of some in U.S. agribusiness,
Lyng noted some interests on both the U.S. and Japanese side
have benefited from quotas but this will not stop the
administration from pressing for liberalization.
    And Lyng said the administration believes it can marshall
more support for eliminating the quotas now than ever before,
because of concern about Japan's rising trade surplus.
    ""We're coming at this one (beef and citrus negotiation)
with a much stronger view coming out of Washington. The times
have changed. The trade balance is much worse,"" Lyng said.
 Reuter
","""NORM""",['carcass' 'livestock' 'orange'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22116""","""17358""",['japan' 'usa'],['lyng' 'yeutter'],[],[],28-APR-1987 17:18:43.51,"U.S. BEEF, CITRUS TALKS WITH JAPAN SEEN TOUGH"
"The sliding value of the U.S. dollar
may soon force the Organization of Petroleum Exporting
Countries to raise its oil benchmark price, setting the stage
for prices as high as 22 dlrs a barrel by yearend, top
executives with U.S. oil companies said.
    The current benchmark price of 18 dlrs a barrel was
established by the Organization of Petroleum Exporting
Countries (OPEC) at its December meeting when the cartel set a
15.8 mln barrel per day production ceiling.
    But the continuing weakness of the U.S. dollar, the
currency used by OPEC for its oil sales, is making the 18 dlr
price difficult to sustain, said Fred Hartley, chairman of
Unocal Corp &lt;UCL>.
    The U.S. dollar has fallen in value by about 10 pct since
December and has fallen by a total of about 40 pct during the
past two years.
    Hartley told Reuters he expected significantly higher oil
prices this winter and would not rule out the potential for 25
dlrs a barrel by the spring of 1988.
    ""I think June will be the critical month to see what they
do,"" said Hartley, who was in Houston to attend the World
Petroleum Congress. OPEC has scheduled a regular meeting in
June which some experts believe is likely to revive suggestions
that oil should be priced according to a basket of world
currencies instead of the U.S. dollar.
    E.H. Clark, chairman of &lt;Baker Hughes Inc>, said the Saudi
kingdom's need to generate revenues -- rather than greater
world demand -- would drive any price increases.
    ""The Saudis have made committments and have a balance of
trade based on receiving 18 dlrs a barrel for this oil. But the
U.S. dollar won't buy as much as it did five or six months
ago,"" Clark said in an interview. ""I'm betting on the Saudi
king's need to sustain revenues.""
    Clark predicted that world oil prices would top 22 dlrs a
barrel by January one.
    However, the authoritative Middle East Economic Survey
reported yesterday that Saudi Arabia would not seek to increase
OPEC oil prices unless oil demand showed strong growth.
    Saudi sources told the newsletter that the policy was based
on the longterm need to restore the competitive position of
OPEC oil against other energy sources.
    Many oil industry experts are forecasting a modest increase
in world oil demand averaging one pct annually during the next
few years.
    Michel Moreau, a director of the &lt;Elf Aquitaine Group>,
said he believed the worldwide oil industry had reached a
consensus that prices of at least 20 dlrs a barrel were
necessary to cover exploration costs, royalties and taxes on
new production.
    The 20 dlr level will be reached this year only if the
cash-strapped nations of Nigeria, Egypt and Gabon refrain from
discounting oil prices or increasing production levels, Moreau
said.
    ""I think if more than two (OPEC nations) defect, the
production agreement will fall apart,"" he said. ""But this
threat is the Saudis' big stick to keep producers in line.
Nobody wants a repeat of the collapse that occurred in 1986.""
    Lawrence Rawl, chairman of Exxon Corp &lt;XON>, told Reuters
he expected prices would remain at 18 dlrs through the end of
1987, adding that 20 dlrs a barrel was a possibility.
    Other major companies are taking a more cautious view of
prices, fearing that some OPEC members may yet upset the
cartel's production agreement.
    ""This is a year of testing,"" said Alfred Munk, manager of
foreign affairs at Amoco Corp. (AN). ""If they fail, there may
be a price decline to about 14 dlrs a barrel.""
    French-owned Total CFP's vice president Pierre Vaillaud
said, ""Demand is not going up very quickly, at best maybe one
percent a year. You can't change the price with just one pct,""
Vaillaud said.
 Reuter
","""NORM""",['crude'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22111""","""17359""",['usa'],[],['opec'],[],28-APR-1987 17:20:01.49,DECLINE IN U.S. DOLLAR MAY BOOST OPEC OIL PRICE
"Advest Group Inc said it is against
company policy to comment on unusual market activity or rumors
in response to inquiries on the unusual activity of its stock,
according to the New York Stock Exchange.
    The stock closed up 1-1/2 to 15. The exchange said it had
contacted the company and requested a public statement
indicating whether there are any corporate developments which
may explain the activity.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""22107""","""17360""",['usa'],[],[],['nyse'],28-APR-1987 17:23:28.70,NYSE SAYS ADVEST &lt;ADV> DECLINES COMMENT
"Morgan Stanley Group Inc unit Natural
Gas Clearinghouse Inc said it has reached agreement with
(Pan-Alberta Gas Ltd) of Canada to import substantial
quantities of natural gas for its U.S. customers.
    The company said potentially 500 mln cubic feet a day of
Canadian natural gas could be imported under the agreement.
    It said the natural gas would be competitively priced but
did not refer to specific prices.
    Pan-Alberta is owned by Nova &lt;NVA.A.T> and Alberta Energy
Co, the company added.
 Reuter
","""NORM""",['nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22123""","""17361""",['usa' 'canada'],[],[],[],28-APR-1987 17:26:50.23,MORGAN STANLEY GROUP &lt;MS> UNIT IN GAS DEAL
"The American Stock Exchange said an
investment trust which issues units in exchange for Eastman
Kodak Co &lt;EK> shares began trading today on a ""when issued""
basis.
    AMEX said the trust, known as the Americus Trust for Kodak
shares, trades under the ticker symbol KDUWI and will accept a
maximum of 7,500,000 shares.
    The trust included two categories which traded separately
from the units, known as prime and score components, which
respectively allowed investors to receive current income or
capital appreciation potential, it said.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""22104""","""17362""",['usa'],[],[],['amex'],28-APR-1987 17:35:02.42,AMERICUS TRUST/KODAK &lt;KDUWI> BEGINS TRADING
"The prospect of renewed assaults on
the dollar might force the United States eventually to unveil
distasteful measures to bolster support for its currency,
monetary analysts and economists said.
    Treasury Secretary James Baker has acknowledged that the
Reagan administration discussed the possibility of issuing
yen-denominated U.S. government bonds to support the dollar.
    But he has also dismissed speculation that he was ready to
take such an unusual step. Nonetheless, monetary sources say
the issue has been seriously discussed by the administration.
    ""It is unlikely that we would undertake to do that now,""
Baker said last week. ""In our view there might well be some who
would view (issuing U.S. yen bonds) as, in fact, a lack of
confidence by the U.S. in its own currency. And therefore we
don't think it's an appropriate thing to do.""
    But if the Reagan administration did announce measures,
they could be a part of an internationally-coordinated effort
to end the instability in financial markets with genuine action
to reduce massive economic imbalances, monetary analysts
believe.
    And, like a currency defense package unveiled by the Carter
administration, issuing yen bonds could be accompanied by a
rise in the discount rate, now 5.5 pct.
    The Federal Reserve has resisted pressure to raise this key
rate so far, chiefly, some Fed officials say, because it could
hurt economic growth. Another concern is the fragile
international debt situation.
    Analysts who expect a currency support package are divided
over its possible timing. Some even believe an announcement
could come this week during a visit to Washington by Japanese
Prime Minister Yasuhiro Nakasone.
    ""It would give some real focus to the visit, and it might
steady the dollar and prevent it from going down,"" said Charles
Taylor, an analyst with Prudential-Bache Securities.
    But monetary sources said they thought it unlikely that the
Reagan administration would resort to measures which would
bring to mind the troubles of President Carter.
    Until very recently, the current administration has urged a
lower dollar to help redress its huge trade deficit while
Carter faced a weak dollar as confidence in his economic
policies collapsed. But today, Washington's policies are
increasingly in question.
    The Carter plan was unleashed on Nov. 1, 1978. And it was a
resounding success. ""This package really gave credibility to the
administration to get the dollar up,"" said Robert Hormats,
vice-president of Goldman Sachs Inc and a former senior U.S.
economic in the Carter and Reagan Administrations.
    The dollar then stood at just under 1.87 marks and around
188 yen. Today it stands around 1.79 marks and 139 yen.
    ""The problem is now that the administration in rhetoric is
evidencing concern about the dollar but in practice is really
doing very little,"" Hormats said of statements to support the
dollar by U.S. officials.
    Several currency traders and foreign central bank officials
think these statements still fall short of unequivocally saying
the dollar has declined far enough.
    Carter issued 6.4 billion dlrs of mark and swiss franc
bonds aimed essentially at buttressing pyschological support
for the dollar but also at attracting foreign investors, who
had lost confidence in the dollar, to U.S. government notes.
    The package was supported by a one pct rise in the discount
rate, to 9.5 pct, drawings on U.S. monetary reserves at the
International Monetary Fund and sales of U.S.-held SDRS to
other IMF members. 
    It was also supported by increased Fed currency swap lines
with other central banks and stepped up official U.S. gold
sales.
    Stephen Axilrod, a former Fed official who is now
vice-chairman of Nikko Securities, said, ""I think it's very
unlikely they would do that now.""
    He argued that it was politically difficult to take action
to support the dollar while Japan and West Germany have still
to fulfill pledges to stimulate their economies.
    But most analysts believe a currency support package would
only work if genuine economic measures to redress world trade
imbalances are undertaken by the leading industrial powers.
    It could coincide with the June Venice summit of leaders of
the seven major industrial democracies -- the United States,
Japan, West Germany, Britain, France, Italy and Canada.
    Hormats said he believed the currency has to decline
slightly further for a package to have impact. He said the
seven nations' Paris Accord to stabilize currencies was forged
too soon to fundamentally change market sentiment.
    ""I think we're nearing a point when they would feel
(politically) comfortable doing this,"" Hormats said.
    Many analysts think the administration's reluctance to act
firmly on the dollar has been due to its desire to keep up the
pressure on its allies to bolster their economies and for fear
of fanning protectionist sentiment in Congress.
    But Hormats said ""there will be a point at which the
government of the United States shows it does give a damn for
the dollar.""
 Reuter
","""NORM""",['dlr' 'money-fx'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22099""","""17363""",['usa'],['james-baker'],[],[],28-APR-1987 17:58:50.31,U.S. MAY HAVE TO ACT TO SUPPORT DOLLAR
"General Dynamics Corp was named as a
defendant in a multimillion dlr fraud suit brought by the U.S.
government in 1985 stemming from government subsidized
shipbuilding contracts, according to court documents.
    The government originally filed the suit against two of
Dynamic's officers and two officers of its subcontractor,
Frigitemp Corp. The suit, filed in federal court in New York,
seeks to reclaim funds from kickbacks, overpayments and
subsidies that were allegedly overexpended on two shipbuilding
projects. The government paid 70 mln dlrs in subsidies between
1978 and 1982, court papers said.
 Reuter
","""NORM""",['ship'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22089""","""17364""",['usa'],[],[],[],28-APR-1987 18:10:47.47,GENERAL DYNAMICS &lt;GD> NAMED AS DEFENDANT
"The offshore oil drilling industry
will attract increasing numbers of government connected firms
in the 1990s, according to Ronald Tappmeyer, Vice Chairman of
Reading and Bates Drilling Co.
     Tappmeyer told the Offshore Technology Conference that
contract drilling was reaching the same kind of situation that
oil producing companies reached when their oilfields were
nationalized in nations as Venezuela, Iran and Saudi Arabia.
     He said local connections to the nation whose waters are
being drilled was an increasingly important factor in the
market.
     ""We have seen contractors put at competitive disadvantages
in nations in which they had worked successfully for years
essentially moved aside to make room for locally-owned firms or
a locally-built rig,"" he said.
     Tappmeyer, who is president of the International
Association of Drilling Contractors, said how far the trend
would spread depends on the growth of trade protectionism.
     He added that international contractors will increasingly
find their role restricted to regions that require special
expertise and experience, such as wildcat areas and severe
environments such as in the Arctic and extremely deep waters.
     Tappmeyer also said he expects producing companies to
provide the main financing for offshore drilling in the coming
decade as banks will be unwilling to repeat overexposing
themselves and drilling contractors will have difficulty
providing financing out of cash flow.
     At the same time, he said he saw the financing as indirect
as he does not see producers getting back in the rig-owning
business.
     He also said projectfinancing will have to be backed up
by work commitments to guarantee the payoff of construction
costs.
     For the time being, he said there was a superabundance of
rigs. But he said there will be a need for new, technologically
advanced rigs within a few years.
     He said the floating-drilling rigs were most likely to
benefit from new developments in technology, adding that by
2,000 there should not be an ocean left that is too deep, too
cold, too stormy or too remote to be explored.
 Reuter
","""NORM""",['crude'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22131""","""17365""",['usa'],[],[],[],28-APR-1987 18:35:40.10,GOVERNMENTS SEEN MORE INVOLVED IN OIL DRILLING
"European Community (EC) leaders hope
to make a new attempt to inject fresh urgency into talks on
reforming the bloc's controversial farm policy when EC
agriculture ministers meet for a third day of discussions here
this morning.
    Community officials said farm commissioner Frans Andriessen
met Belgian minister Paul de Keersmaeker late last night to
plan a new initiative.
    Both Andriessen and de Keersmaeker, who currently chairs EC
farm ministers' meetings, were said to be disappointed by the
lack of progress in the talks so far this week.
    The bloc's executive Commission has proposed a tough
package involving effective cuts of upwards of 10 pct in
farmers' returns for many crops this year.
    Ministers were due to have adopted a package by April 1 but
are only this week getting down to serious negotiations.
    Yesterday, they discussed plans to cut cereals prices by
2.5 pct, and reduce farmers' rights to sell surpluses to EC
stores, to cut prices for fruit and vegetables by larger
margins, and to impose a tax on EC-produced and imported
oilseeds, a proposal which would be likely to sour EC trade
relations with the United States.
    Diplomatic sources said ministers, all of whom are opposed
to at least one of these propositions, maintained entrenched
positions yesterday, making the task of de Keersmaeker in
steering his colleagues towards a compromise a daunting one.
    They said he could also be treading a minefield if he
sought to breach the divide between his fellow ministers over
plans to change the system by which EC farm prices, expressed
in a notional common currency, are translated into the
currencies of member states.
    West German minister Ignaz Kiechle indicated yesterday he
would veto the adoption of Commission proposals in this area,
saying they would unfairly affect farmers in strong currency
nations.
    The Belgian sources said de Keersmaeker may today present a
paper to his colleagues which, while not having the status of a
compromise proposal, would attempt to narrow their options.
    But diplomats said the philosophical gap between ministers
like Kiechle, with his commitment to maintaining traditional
rural patterns, and others who see runaway farm spending as
unacceptable economically, is likely to prove extremely
difficult to bridge.
    They agreed with EC farmers' union association president
Hans Kjeldsen who said yesterday that an agreement in June
appeared to be the best that could be hoped for.
 Reuter
","""NORM""",['grain' 'oilseed'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22085""","""17366""",[],['andriessen'],['ec'],[],28-APR-1987 18:47:31.82,EC OFFICIALS PLAN NEW EFFORT ON FARM PRICE TALKS
"Currency futures at the International
Monetary Market (IMM) are likely to consolidate near current
levels in nervous trading conditions over the next few days,
although underlying sentiment remains positive, currency
analysts said.
    ""Currencies are likely to muddle around these levels,"" said
Shearson Lehman Brothers analyst Anne Parker Mills.
    Traders are unwilling to establish either long or short
positions in futures because of uncertainty over upcoming trade
talks and U.S. trade legislation, they said.
    Japanese prime minister Yasuhiro Nakasone and President
Reagan will meet Thursday and Friday to discuss trade tensions
between their two countries, while at the same time the
Democratic-led U.S. House of Representatives will be voting on
a controversial trade bill.
    ""Unless something really surprising comes out of the
Nakasone/Reagan talks, I don't see the dollar getting above 142
(yen) and 1.83 (marks),"" Mills said.
    The equivalent in futures of those interbank levels are
about 0.007050 to 0.007025 in the June yen contract and about
0.5500 in June marks, she said.
    June yen closed at 0.007191 on Tuesday while June marks
finished the day at 0.5602.
    Mills said, however, that ""the chances of them (Reagan and
Nakasone) coming up with something new are limited."" One
possibility might be a Japanese discount rate cut, but ""they
probably won't do that unless we raise our discount rate.""
    Recent firmness in the federal funds rate and the Federal
Reserve's slowness in adding reserves to the banking system has
heightened sentiment that the money-policy making body has
already tightened credit and a discount rate hike is possible,
analysts said.
    Recent weakness in currencies and strength in the dollar
has been more the result of nervous shortcovering ahead of the
meeting rather than reaction to the White House statement
Monday supporting a stable dollar, said Harris bank currency
analyst Earl Johnson.
    Traders ""are worried about the outcome of the talks between
Reagan and Nakasone,"" and as the talks are late in the week,
the market may not get a chance to react to any developments
until Monday, Johnson said.
    Until then, Johnson expects the dollar to remain in a broad
range between 1.77 and 1.85 marks and 137 to 140.50 yen.
    Chicago Corp analyst John Bilson, however, expects a rally
in the European currencies over the near-term, while the yen,
at this point is overbought.
    ""The Japanese are moving away from the U.S. market,"" and
investment funds formerly directed to the U.S. are likely to
flow into Europe, Bilson said.
    The chief beneficiary of such a flow of funds will be
sterling, Bilson said.
    ""Sterling rates are about four pct above Japanese rates,
despite the half point rate cut,"" Bilson said. Major U.K. banks
lowered their base lending rates today to 9.5 pct.
    In addition to a favorable interest rate spread which
should attract funds, Bilson said the firm oil market and the
strong political situation of Prime Minister Thatcher also make
British investments attractive.
    Passage of the trade bill, which includes an amendment by
Missouri Democrat Richard Gephardt that would force a 10 pct
annual cut in imports from countries with an excessive trade
surplus with the U.S. if they fail to remove unfair trade
barriers to the U.S. after six months of negatiations, would
likely pressure the yen, Bilson said.
    Bilson, however, said the legislation is unlikely to pass,
but that Nakasone is likely to bring a promise to open Japanese
markets to U.S. goods and back it up with government contracts
with U.S. manufacturers.
 Reuter
","""NORM""",['money-fx' 'dlr' 'stg'],"""NOT-USED""","""PUBLISHED-TESTSET""","""22084""","""17367""",['usa'],[],[],[],28-APR-1987 18:54:47.76,NERVOUS CONSOLIDATION SEEN IN CURRENCY FUTURES
